train_mse,val_mse,test_mse,train_phy,val_phy,test_phy,train_norm_phy,train_e,val_e,test_e,val_norm_phy,test_norm_phy,train_all,val_all,test_all,lambda_s_train,lambda_s_test,lambda_e_train,lambda_e_test
0.10170751065015793,0.10170751065015793,0.12297520786523819,0.039257872849702835,0.03924798220396042,0.17909523844718933,0.36212417483329773,0.8941892385482788,0.8951532244682312,0.6913186311721802,0.3628973066806793,0.7039943337440491,1.9454450607299805,1.845725178718567,0.0003286740102339536,0.0001326683383392199,0.0001326683383392199,2.061856,2.061856
0.09244359284639359,0.09244359284639359,0.08165962994098663,0.07274363934993744,0.07254163175821304,0.3261750638484955,0.5462639331817627,0.8238832354545593,0.8259168863296509,0.4814785122871399,0.548245370388031,1.0128377676010132,1.4802753925323486,1.391257643699646,0.0003286740102339536,0.00015752764074256724,0.00015752764074256724,1.684396145792,1.684396145792
0.08517227321863174,0.08517227321863174,0.06452608853578568,0.12113707512617111,0.12061627954244614,0.5899340510368347,0.7313994765281677,0.7551617622375488,0.7578927278518677,0.36446839570999146,0.7336817979812622,1.5647565126419067,1.3573007583618164,1.276728868484497,0.0003286740102339536,0.00018704403259903662,0.00018704403259903662,1.684396145792,1.684396145792
0.07319134473800659,0.07319134473800659,0.05942044034600258,0.15031257271766663,0.14963123202323914,0.7980862855911255,0.8097424507141113,0.6488099098205566,0.6514661312103271,0.28805965185165405,0.810775876045227,2.057860851287842,1.1662240028381348,1.097507119178772,0.0003286740102339536,0.00022208954129069198,0.00022208954129069198,1.684396145792,1.684396145792
0.05557098612189293,0.05557098612189293,0.05652863532304764,0.14577139914035797,0.1451120674610138,0.8272374868392944,0.7551746368408203,0.5096370577812195,0.5115500092506409,0.22883281111717224,0.7541601657867432,2.250110149383545,0.9142007827758789,0.8618517518043518,0.0003286740102339536,0.0002636993060452874,0.0002636993060452874,1.684396145792,1.684396145792
0.038476262241601944,0.038476262241601944,0.05273761600255966,0.12965725362300873,0.12906143069267273,0.7184840440750122,0.6745454668998718,0.37545743584632874,0.3765034079551697,0.18384413421154022,0.6724331378936768,2.07373046875,0.6711065769195557,0.6343914270401001,0.0003286740102339536,0.00031310201698411024,0.00031310201698411024,1.684396145792,1.684396145792
0.03178581967949867,0.03178581967949867,0.05300699546933174,0.15410761535167694,0.1536545753479004,0.6559723615646362,0.6858749985694885,0.27739831805229187,0.2779077887535095,0.15082186460494995,0.6840625405311584,1.8177493810653687,0.49928945302963257,0.46836110949516296,0.0003286740102339536,0.0003717560054967746,0.0003717560054967746,1.684396145792,1.684396145792
0.038774579763412476,0.038774579763412476,0.06989055126905441,0.2538439929485321,0.2536070644855499,0.9015535116195679,0.8179543018341064,0.20876377820968628,0.20905399322509766,0.11737053096294403,0.8166064620018005,1.962084174156189,0.39077648520469666,0.3524901866912842,0.0003286740102339536,0.0004413920232556767,0.0004413920232556767,1.684396145792,1.684396145792
0.057184718549251556,0.057184718549251556,0.12381190061569214,0.4375402331352234,0.4369294047355652,1.9819464683532715,1.0655661821365356,0.15475407242774963,0.15499907732009888,0.08058449625968933,1.0636197328567505,2.893630266189575,0.31841030716896057,0.26163724064826965,0.0003286740102339536,0.0005240639326814406,0.0005240639326814406,1.684396145792,1.684396145792
0.08672872185707092,0.08672872185707092,0.22402334213256836,0.7870997786521912,0.7844256162643433,4.93310546875,1.49636709690094,0.11355426907539368,0.11381763964891434,0.052102554589509964,1.4921289682388306,4.769259929656982,0.278930127620697,0.19264240562915802,0.0003286740102339536,0.0006222087483086251,0.0006222087483086251,1.684396145792,1.684396145792
0.1270199567079544,0.1270199567079544,0.34766945242881775,1.532475471496582,1.5248596668243408,10.645944595336914,2.1894543170928955,0.08634942024946213,0.08663426339626312,0.03562223166227341,2.181441068649292,7.252140998840332,0.2740839719772339,0.14753790199756622,0.0003286740102339536,0.0007387177206455437,0.0007387177206455437,1.684396145792,1.684396145792
0.17084228992462158,0.17084228992462158,0.46159622073173523,2.7466018199920654,2.7312188148498535,18.113126754760742,2.9858877658843994,0.06983137130737305,0.07012365758419037,0.02699582464993,2.973938465118408,9.496929168701172,0.26955151557922363,0.09910096228122711,0.0003286740102339536,0.0008770204463687932,0.0008770204463687932,1.3760371121741501,1.3760371121741501
0.20963607728481293,0.20963607728481293,0.5472605228424072,4.1402997970581055,4.116801738739014,24.875,3.661511182785034,0.059204019606113434,0.05948170647025108,0.022289492189884186,3.646857738494873,10.945734024047852,0.2949153184890747,0.08564609289169312,0.0003286740102339536,0.0010411843256745064,0.0010411843256745064,1.3760371121741501,1.3760371121741501
0.23799334466457367,0.23799334466457367,0.5996963381767273,5.3191142082214355,5.290172576904297,29.317867279052734,4.1215667724609375,0.05198602378368378,0.052230846136808395,0.01963069848716259,4.105959415435791,11.594529151916504,0.3146224319934845,0.0769466832280159,0.0003286740102339536,0.0012360320736763126,0.0012360320736763126,1.3760371121741501,1.3760371121741501
