train_mse,val_mse,test_mse,train_phy,val_phy,test_phy,train_norm_phy,train_e,val_e,test_e,val_norm_phy,test_norm_phy,train_all,val_all,test_all,lambda_s_train,lambda_s_test,lambda_e_train,lambda_e_test
0.1112871989607811,0.1112871989607811,0.13639496266841888,0.036112479865550995,0.03588287532329559,0.1753052920103073,0.20121845602989197,0.8955587148666382,0.8967917561531067,0.7009274959564209,0.20061270892620087,0.5480209589004517,3.295727491378784,3.300265073776245,0.0001167294685728848,0.0001326683383392199,0.0001326683383392199,3.68005,3.68005
0.10996859520673752,0.10996859520673752,0.10523976385593414,0.09607796370983124,0.09481143206357956,0.46269500255584717,0.32390937209129333,0.8300374150276184,0.8323229551315308,0.4881512522697449,0.32169485092163086,0.9021264314651489,2.4016222953796387,2.4082350730895996,0.0001167294685728848,0.00015752764074256724,0.00015752764074256724,2.8933289110000002,2.8933289110000002
0.1121378019452095,0.1121378019452095,0.10337405651807785,0.24136784672737122,0.2376072108745575,1.2562845945358276,0.5030291676521301,0.7685940265655518,0.7714242935180664,0.3695288598537445,0.49856317043304443,1.5367521047592163,2.2238895893096924,2.2320773601531982,0.0001167294685728848,0.00018704403259903662,0.00018704403259903662,2.8933289110000002,2.8933289110000002
0.11089731752872467,0.11089731752872467,0.11657804250717163,0.44707202911376953,0.4400911331176758,2.499844551086426,0.6674251556396484,0.6721991896629333,0.6749946475028992,0.29282259941101074,0.6609603762626648,2.1550097465515137,1.945041537284851,1.9531282186508179,0.0001167294685728848,0.00022208954129069198,0.00022208954129069198,2.8933289110000002,2.8933289110000002
0.10392607003450394,0.10392607003450394,0.1318914294242859,0.6320638656616211,0.6231428980827332,3.7491233348846436,0.8006591796875,0.539253294467926,0.541474461555481,0.23332828283309937,0.7933065295219421,2.571601390838623,1.5604485273361206,1.5668728351593018,0.0001167294685728848,0.0002636993060452874,0.0002636993060452874,2.8933289110000002,2.8933289110000002
0.09681455045938492,0.09681455045938492,0.1447584629058838,0.7917974591255188,0.7834383249282837,4.701927185058594,0.9687607884407043,0.401436448097229,0.4028218686580658,0.18637889623641968,0.9622851014137268,2.7666842937469482,1.1617910861968994,1.165797472000122,0.0001167294685728848,0.00031310201698411024,0.00031310201698411024,2.8933289110000002,2.8933289110000002
0.10073163360357285,0.10073163360357285,0.1599697768688202,1.1715713739395142,1.1655731201171875,5.6395673751831055,1.3042442798614502,0.2948504090309143,0.2955237030982971,0.1520632952451706,1.3001782894134521,2.924293041229248,0.8535841107368469,0.8555306196212769,0.0001167294685728848,0.0003717560054967746,0.0003717560054967746,2.8933289110000002,2.8933289110000002
0.12147825956344604,0.12147825956344604,0.19287410378456116,2.19107723236084,2.188206672668457,7.742538928985596,1.8714678287506104,0.22084452211856842,0.2210894674062729,0.12167488783597946,1.8701099157333374,3.369621753692627,0.6398019194602966,0.6405100226402283,0.0001167294685728848,0.0004413920232556767,0.0004413920232556767,2.8933289110000002,2.8933289110000002
0.1575372964143753,0.1575372964143753,0.2676762044429779,4.109153747558594,4.107757568359375,13.485499382019043,2.653595447540283,0.16458481550216675,0.1646900773048401,0.08798374980688095,2.653531789779663,4.494190692901611,0.4775886833667755,0.4778931438922882,0.0001167294685728848,0.0005240639326814406,0.0005240639326814406,2.8933289110000002,2.8933289110000002
0.20749323070049286,0.20749323070049286,0.39903780817985535,7.051076889038086,7.043557167053223,26.070772171020508,3.623383045196533,0.11971978098154068,0.1198587417602539,0.05784739926457405,3.6218297481536865,6.450985431671143,0.3486432135105133,0.3490442633628845,0.0001167294685728848,0.0006222087483086251,0.0006222087483086251,2.8933289110000002,2.8933289110000002
